%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: True in 119 iterations, b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
%.kernel.kernels[0].variance: 1.6295742531087714
%.kernel.kernels[0].lengthscales: [  0.51556398   0.83549776   1.02137618   1.88383657   1.17389732   1.49690591   1.64531543   0.98623127   1.52874677   1.17209423   1.78116442 228.00481396   2.62928727   0.73692999   0.65217057   1.96055514   0.60078923   1.54640415   0.97628583]
%.kernel.kernels[1].variance: 0.02713284288510828
%.likelihood.variance: 0.8516747811412062
%loglikelihood: -6537.233668194998
%RMSE:1.527
%Pearson_correlation_coefficient:0.746,P-value:0.000
%Spearman_correlation_coefficient:0.746,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2,BertzCT,MolLogP,PEOE_VSA7,BalabanJ,SMR_VSA7,as_flex_all,vina_hydrogen,MaxAbsEStateIndex,HallKierAlpha,MaxAbsPartialCharge,vina_repulsion,PEOE_VSA8,PEOE_VSA1,lig_OA,PEOE_VSA3,NOCount,PEOE_VSA6,cc_A.HD_4
3nx7,1.0672,0.3941,1.6465,-0.2426,-0.6345,-0.3883,-0.1584,0.6434,-0.5064,-0.3961,0.3122,0.3753,0.4928,0.4124,-0.0874,-0.8377,-0.6888,0.3665,0.7919,0.0304,-0.9016,-0.1678
3o9i,4.3294,0.5010,5.3665,1.7149,1.4552,1.152,0.6348,-0.7208,0.5945,1.1861,0.418,1.2993,-0.208,-0.1704,0.0068,0.6649,0.2187,0.6333,1.2898,0.4683,1.379,-0.6375
3oe4,0.3804,1.5017,1.0165,0.961,0.2916,-0.2134,-1.214,-0.8173,0.5713,1.5883,1.5214,0.3551,-1.361,0.492,1.0781,-0.6786,0.578,0.3665,0.9146,1.3441,-0.4144,-0.6375
3ozs,0.0134,1.4975,-1.1235,0.9781,0.0681,0.118,-1.214,-0.5807,0.5522,1.5615,1.3575,0.3858,-1.0219,0.492,0.6117,-0.381,0.8583,0.3665,-0.2381,0.9062,-0.4144,-0.6375
3p5o,1.0819,0.2583,0.8065,0.0469,0.292,0.9897,0.704,-0.5432,0.9291,-0.3424,-1.0586,0.4734,-0.6451,0.4121,-0.842,0.4694,-0.6765,-0.7009,-0.8144,-0.1886,0.0517,-0.4026
3prs,3.1208,0.4581,1.3665,1.8721,2.0134,1.6827,0.3644,-0.4995,1.9934,0.8911,0.5604,1.4142,-1.5042,-0.1651,0.2207,1.703,0.5898,0.0996,0.8708,0.6872,2.6335,-0.6375
3pyy,0.5063,0.5207,0.4065,-0.2196,-0.1855,0.6517,0.3694,-0.6347,0.9866,-0.3692,-0.9274,0.711,-0.8636,-1.4926,-0.6752,-0.4491,-0.9673,-0.7009,0.7891,-0.4075,-0.172,-0.4026
3qgy,1.4797,0.9497,1.3465,0.4082,0.2724,0.5724,1.2048,-0.8234,0.4165,0.0598,-0.8716,0.5116,-0.9164,-0.9521,0.2582,1.9456,-0.3405,-0.7009,0.9156,0.0304,-0.9016,0.5367
3qqs,-1.4932,0.4635,-0.6335,-0.4324,-0.7728,-0.0883,-0.6862,-0.1115,0.5969,-0.5838,-0.0858,-0.4499,-0.3663,0.935,-0.3364,-0.1984,0.2483,-0.1672,-0.8144,-0.6265,0.5576,-0.6375
3r88,-1.7613,0.5693,-1.6335,-1.0984,-1.0838,-0.2447,-0.9501,0.4364,-0.7102,-1.1469,-0.812,-0.5656,0.3195,0.935,-1.0038,-0.4494,0.2473,-0.1672,-0.8144,-0.6265,-0.9016,-0.6375
3rlr,1.0477,0.3882,1.0665,-0.0111,-0.3228,1.2278,-0.0877,-0.3677,-0.0362,-0.0475,-0.9584,-1.1533,0.0331,0.3951,-0.6123,-0.3439,-0.6969,-0.9677,0.3383,-0.6265,0.0323,-0.6375
3rr4,-0.5372,0.7312,-1.9035,-0.4592,-0.5014,0.1353,-0.6862,-0.4802,-0.5605,0.757,0.5044,0.0322,-0.1779,-1.09,0.4155,-0.214,-0.3358,-0.9677,0.3383,-0.1886,-0.9016,-0.1678
3rsx,-1.2575,0.7328,-2.0435,-1.021,-0.6689,0.9556,1.0593,-0.4414,0.2062,-1.1201,-0.5706,-1.7258,0.3496,-0.8197,-0.9325,-1.0234,-0.9421,-1.2346,-0.2381,-1.2833,-0.6584,-0.6375
3ryj,1.1297,0.4142,1.3465,-0.631,-0.8721,0.0562,-0.1584,0.3583,-0.3325,-0.5033,-0.5056,0.0504,0.5456,-0.5844,-0.4902,-1.0149,-0.9673,-0.434,0.7517,-0.6265,-0.9016,1.0064
3syr,0.5860,1.1718,-1.3535,-0.0866,-0.6613,-1.1694,-1.214,0.0014,-0.2357,0.462,1.6376,0.7052,0.5606,-0.712,0.1055,-1.2831,0.252,0.6333,-0.26,0.2493,-0.9016,0.0671
3tsk,1.6188,0.8353,0.7165,1.0898,0.9883,0.2531,1.3691,-0.4856,0.9682,0.5961,-0.5635,0.7371,-1.6398,0.9943,0.4255,0.6472,0.6687,0.3665,-0.8144,0.4683,1.2872,-0.6375
3twp,-1.6205,0.2403,-2.5335,-1.481,-1.3095,-0.212,-0.6862,0.3302,-0.3325,-1.7636,-0.9218,-0.7986,0.6209,0.9343,-1.1273,-1.0149,-0.3718,-0.434,-0.8144,-1.0644,-0.4152,-0.6375
3u5j,-0.9653,0.7281,-0.8435,-0.5686,-0.2958,0.9663,-0.1231,-0.5896,1.118,-1.0396,-1.276,-1.6484,-0.095,-1.9389,-1.0295,-0.3063,-1.2932,-1.2346,-0.8144,-0.8454,0.7813,-0.6375
3u8k,0.7808,0.6584,2.2065,-0.6353,-0.7221,-0.0585,-0.9148,-0.0997,-0.6871,-0.691,-0.7116,-1.7598,0.7867,0.3625,-0.7462,0.0912,-0.3761,-0.9677,-0.8144,-0.8454,-0.9016,0.0671
3u8n,1.6622,0.8871,3.7165,-0.4304,-0.7163,0.1764,-0.219,-0.0997,-0.7361,-0.2352,-0.718,-1.7269,1.1484,0.3491,-0.2451,0.0912,-0.3761,-0.9677,-0.2381,-0.8454,-0.9016,0.5367
3uev,-0.6260,0.3722,-0.5635,-1.0884,-0.6686,0.9223,-0.6573,2.8261,-1.2618,-1.5223,-1.276,-0.5753,1.3594,0.9943,-1.0545,0.7888,-0.6854,-0.7009,-0.8144,-1.2833,1.9392,-0.6375
3uew,-0.0872,0.2878,-0.1435,-1.0024,-0.4772,1.1627,-0.6573,2.9511,-1.2618,-1.5223,-1.0225,-0.5476,1.3594,0.9943,-1.1223,1.0531,-0.6854,-0.7009,-0.8144,-1.2833,2.4522,-0.6375
3ui7,0.7784,0.5981,2.5465,-0.3768,0.0403,0.2181,0.1553,-0.4787,-0.3583,-0.8519,-0.9729,-1.3865,0.116,0.412,-0.786,-0.0843,-0.4113,-0.7009,-0.2381,-0.4075,-0.9016,-0.4026
3up2,0.8274,0.7302,0.9465,0.245,-0.1923,0.8572,0.3485,-0.6006,0.8048,0.6497,-0.3915,0.2244,-1.1199,1.2394,-0.0101,-0.7113,0.2573,-0.434,-0.2381,-0.1886,0.0712,-0.1678
3uuo,-0.2531,0.8214,1.5065,-0.6058,-0.0345,0.2083,0.1553,-0.4704,-0.5322,-1.2273,-1.1185,-1.5443,-0.0046,0.412,-1.1082,-0.6269,-0.3761,-0.9677,-0.2381,-0.4075,-0.9016,-0.6375
3wtj,0.6458,0.3540,0.0765,-0.5992,-0.9282,0.5167,-0.7071,-0.2836,-0.3562,-0.4765,-1.276,-1.5697,0.8169,-1.2375,-0.6321,0.048,-0.9924,-1.2346,-0.2381,-0.8454,0.2819,-0.6375
3wz8,0.5352,0.9737,-0.6335,0.6647,0.6214,1.6459,-0.2002,-0.7751,2.0864,0.8643,-0.384,0.752,-1.1802,-0.8105,-0.3605,0.7154,-0.3154,-0.7009,-0.8144,-0.6265,2.26,-0.6375
3zdg,-1.1781,1.0626,0.6465,-0.9789,-1.0094,-0.2576,-0.9148,2.6155,-1.2618,-0.9056,-1.0197,-0.1258,1.1786,-0.1061,-0.696,0.4236,-0.4013,-0.7009,-0.26,-0.8454,-0.9016,-0.6375
3zt2,-1.7067,0.4467,-3.6135,-0.3095,-0.3456,0.3084,0.0432,-0.6729,0.567,-0.5301,-0.1875,0.2016,-0.5622,0.9341,-0.737,-0.575,-0.1039,0.0996,-0.8144,-0.6265,0.3144,-0.6375
4abg,-1.1614,0.7801,-2.8835,-1.0848,-0.6914,-0.5178,-0.6862,-0.0181,-0.3325,-1.0664,-0.3823,-1.7385,0.96,-1.0753,-0.7411,-0.7407,-0.3414,-1.2346,-0.8144,-1.0644,-0.4152,-0.6375
4agn,-0.2571,1.1195,-2.4835,-0.4368,-0.0881,-0.1945,0.899,0.1505,-0.4247,-0.3692,-0.9826,-1.421,1.1484,0.5165,-0.3629,0.2603,-0.0653,-0.7009,-0.8144,-0.8454,-0.425,-0.6375
4agp,-0.6553,1.0420,-1.7635,-0.2537,0.4584,0.4484,1.4268,-0.4102,0.5196,-0.4497,-1.276,-1.3671,0.4401,0.5165,-0.8442,0.2603,-0.0881,-0.7009,-0.8144,-0.8454,0.3046,-0.6375
4agq,-0.2940,1.1208,-1.4435,-0.1817,0.4941,0.4586,1.4268,-0.3952,0.5196,-0.1547,-1.1542,-1.3609,0.4401,0.5165,-0.8089,0.5345,-0.0529,-0.9677,-0.8144,-0.8454,0.3046,-0.6375
4bkt,-1.3228,0.8204,-2.8335,-1.0332,-0.6643,-0.3729,-0.9148,-0.2179,-0.7149,-0.7447,-0.4197,0.3287,0.3346,-0.738,-0.7059,0.6257,-0.0752,-0.434,-0.8144,-0.1886,-0.694,0.0671
4cig,-0.8384,0.8066,-2.7835,0.1593,1.0328,0.592,0.819,-0.5889,2.0629,0.0062,0.1037,0.8945,-1.5268,0.9342,-0.5594,0.1029,0.5225,0.0996,-0.8144,-0.1886,1.044,-0.6375
4ciw,-0.2658,0.9675,-1.6335,-0.5322,-1.0534,-1.0913,-0.428,0.7302,-0.8985,-0.1547,1.5267,-0.3641,1.0429,0.9558,0.0164,-0.3954,0.569,0.3665,-0.8144,-0.4075,-0.9016,1.2413
4cr9,-2.0662,0.4828,-2.3535,-1.033,-0.9201,0.3894,0.3838,-0.0101,-0.3325,-0.6642,-1.0385,-1.8574,0.425,-0.656,-1.0841,-0.551,-0.591,-1.2346,-0.2381,-1.0644,-0.9016,-0.6375
4cra,1.9256,0.6410,0.7665,0.99,1.1813,0.7942,0.8554,-0.8545,2.2276,0.9715,0.1395,0.9224,-2.1447,0.5244,-0.1011,0.5483,0.3289,-0.1672,-0.2381,0.2493,0.8008,-0.1678
4crc,1.5065,1.4162,2.2665,1.1449,0.9298,0.7491,1.8237,-0.9182,1.8956,1.7492,-0.1584,0.8159,-2.1824,-1.2913,0.0982,0.5007,-0.6413,-0.7009,-0.8144,0.9062,0.7813,-0.6375
4ddh,-2.2203,0.4632,-3.1535,-0.6045,-0.8977,0.0894,-0.6862,-0.1938,-0.3263,-0.7178,-0.5329,-0.6367,0.2743,0.9903,-0.6644,0.2632,-0.1235,-0.434,-0.8144,-0.8454,-0.9016,-0.6375
4ddk,-3.1187,0.3851,-4.1635,-0.8898,-1.2119,-0.2049,-0.4223,-0.3002,-0.5213,-1.0933,-0.99,-0.742,0.4702,0.9359,-0.7136,-1.0149,-0.1039,-0.1672,-0.8144,-0.8454,-0.9016,-0.6375
4de3,-1.1036,0.7659,-0.9335,-0.3841,-0.5078,0.7511,0.3332,-0.6236,0.5628,-0.1011,0.5243,0.1705,-0.1553,-1.4921,-0.1886,-0.2569,-0.9673,-0.9677,-0.8144,-0.4075,0.4692,-0.6375
4dld,-0.4510,0.7049,-0.6335,-0.0925,-0.6859,-0.8042,0.0925,0.8676,-0.0632,0.6229,1.3303,-0.3929,0.1085,0.9942,0.7875,-0.0003,0.2731,-0.1672,-0.8144,0.0304,-0.4347,0.5367
4dli,0.1371,0.4802,-0.8335,-0.2227,-0.2785,0.9272,0.1344,-0.6627,0.2491,-0.2888,-1.0513,-1.6787,-0.2156,-0.6565,-0.647,0.0734,-0.6162,-1.2346,0.3383,-0.8454,0.3144,-0.1678
4e5w,1.6876,0.8320,1.2065,0.5348,0.4788,0.3352,0.2051,-0.8227,-0.49,0.2743,-0.775,0.9685,-0.0573,-1.203,-0.5934,1.9945,-0.1062,-0.9677,0.3383,-0.1886,-0.9016,-0.6375
4e6q,0.3068,0.9519,1.9065,0.1233,0.2539,0.5819,-0.9501,-0.8131,0.6282,-0.9324,-0.9978,-1.328,-0.2457,-1.2095,-0.6661,0.7112,-0.407,-1.2346,0.3383,-0.6265,0.3144,-0.6375
4ea2,0.8138,1.6206,-0.0135,0.1174,0.18,0.6738,2.4113,-0.4134,-0.5351,-1.2005,-1.1366,-1.3181,1.3067,-1.2275,-1.0909,1.0693,-0.6422,-1.2346,-0.8144,-1.2833,-0.2094,1.0064
4eky,0.7206,1.2938,-2.9335,0.4277,-0.2429,-0.8575,-0.9357,-0.0014,-0.2437,1.0788,1.684,0.2375,0.2818,-0.712,1.0201,-0.2157,0.252,0.6333,-0.26,0.2493,-0.1492,0.0671
4eo8,0.2837,0.8648,1.6965,-0.3797,0.0471,0.3957,1.3184,0.1897,-0.7681,-0.986,-0.5389,0.9473,0.3722,0.9253,-0.7217,0.7158,-0.6854,-0.434,-0.236,-0.6265,-0.1492,-0.6375
4eor,1.4492,0.4423,-0.1535,0.225,0.2439,0.6961,0.6557,-0.79,-0.3093,-0.2083,-0.458,-0.0599,-0.2909,0.1825,-0.7259,-0.282,-0.371,-0.434,1.328,0.2493,-0.1321,0.0671
4f09,1.0121,0.4099,0.2465,-0.4519,-0.2931,0.2081,-0.6509,-0.5319,-0.505,-0.9056,-1.0368,-1.4281,0.3421,-1.229,-0.9078,0.6412,-0.3818,-1.2346,0.3383,-0.6265,-0.9016,-0.6375
4f2w,3.2944,0.2162,4.8465,-0.093,-0.3795,-0.359,-0.9439,-0.4421,-0.698,-0.0475,-0.2768,-1.5048,0.7716,-0.787,-0.4677,-0.0299,-0.0226,-0.9677,0.3383,-0.4075,-0.9016,0.3019
4f3c,3.1513,0.3114,5.3665,0.1633,-0.0801,0.0016,-0.6865,-0.4925,-0.698,0.462,-0.1871,-1.4459,0.7716,-0.787,-0.2033,0.3666,-0.0226,-0.9677,0.3383,-0.4075,-0.3693,0.7716
4f9w,0.2001,0.5079,0.4865,-0.0201,0.0728,1.2265,0.5551,-0.5849,1.0127,-0.2888,-1.276,-1.5208,-0.7054,-1.0643,-0.716,0.9175,-0.9924,-1.2346,-0.8144,-0.8454,0.5576,-0.6375
4gfm,-0.0229,0.3289,0.7665,-0.4049,-0.8475,0.6669,-0.4219,-0.3447,0.1599,-0.262,-1.0803,0.0286,0.5154,-1.4587,-0.7393,-0.5779,-0.9673,-0.7009,-0.2371,-0.8454,0.2755,-0.6375
4gkm,-2.0635,0.4862,-1.2835,-0.4917,-0.5996,0.0067,-0.1231,-0.0804,0.5819,-0.6374,0.0521,-0.3561,-0.3663,0.935,-0.1869,-0.0001,0.2483,-0.1672,-0.8144,-0.6265,0.2951,-0.6375
4gr0,2.9263,1.1960,3.0965,1.8231,1.3896,1.4383,1.4539,-0.6574,1.6703,1.776,-0.0606,0.984,-1.1952,-0.9917,0.9141,0.7682,-0.0125,0.0996,-0.8144,0.4683,1.8732,-0.6375
4hge,1.8605,0.6829,1.4665,0.2225,-0.0871,0.8273,0.1408,-0.7734,0.9591,-0.4497,-1.0387,0.3647,-0.6451,-1.6632,-0.7724,0.0437,-0.9673,-0.9677,0.8255,-0.1886,-0.1915,-0.6375
4ih5,-0.9139,0.9964,-2.3435,-0.601,-0.692,0.4154,-0.6862,-0.6498,0.0725,-0.9592,-0.9647,-1.8274,-0.2231,-1.7356,-0.647,-0.9855,-1.2932,-1.2346,0.3383,-0.4075,-0.172,0.3019
4ih7,-0.6462,0.8211,-1.2135,-0.7217,-0.6443,0.8599,-0.2272,0.0575,0.2198,-0.8787,-1.0097,0.0293,0.4777,-2.0416,-1.054,-0.3239,-1.2932,-0.9677,-0.2371,-1.2833,1.1421,-0.6375
4ivb,1.7593,0.3500,2.2665,0.0754,-0.067,0.8556,0.4625,-0.4918,-0.505,-0.3424,-0.7294,-1.189,-0.0422,-0.8003,-0.7984,0.6413,-0.3937,-0.9677,0.3383,-0.4075,-0.9016,-0.6375
4ivc,1.5607,0.4531,3.5465,0.1659,0.0353,0.9758,0.7199,-0.4971,-0.505,-0.2083,-0.791,-1.2703,-0.0422,-0.8003,-0.5857,0.7966,-0.3937,-0.9677,0.3383,-0.4075,-0.9016,-0.6375
4ivd,1.3934,0.6456,3.0665,0.2716,0.1383,1.096,0.9983,-0.5106,-0.505,-0.1815,-0.755,-1.2778,-0.0422,-0.8003,-0.5342,0.9287,-0.3937,-0.9677,0.3383,-0.4075,-0.9016,-0.6375
4j21,1.0380,0.8398,0.9565,-0.0507,-0.3575,1.0153,0.3629,-0.3491,0.7148,0.033,-0.5106,-0.0578,0.0557,-0.6563,-0.7623,0.2744,-0.6366,-0.9677,-0.8144,-1.0644,0.2949,0.5367
4j28,0.1220,1.4771,-0.7535,-0.9925,-0.5767,-0.3551,-0.387,-0.4029,-0.3243,-0.5838,0.0375,-1.5473,0.6812,-0.8171,-0.3676,-1.0848,-0.0349,-0.7009,-0.2381,-0.6265,-0.4152,3.1201
4j3l,1.4969,0.4678,1.3465,0.3305,0.0673,0.9518,0.3629,-0.528,0.8887,0.3816,-0.3983,0.2474,-0.2231,-0.8287,-0.4564,1.163,-0.371,-0.434,-0.8144,-0.6265,0.2949,-0.1678
4jfs,-1.3857,0.9162,-1.1835,-0.8535,-0.6725,-0.3293,0.1408,0.0875,-0.3325,-0.8519,0.0617,-1.4648,0.9299,0.4124,-0.5123,-0.8166,-0.0749,-0.434,-0.8144,-0.8454,-0.9016,1.4761
4jia,0.8362,1.2066,2.7665,0.2106,0.6431,0.4494,1.6477,-0.9226,0.8157,-0.1815,-0.9932,-1.5346,-0.939,0.4124,-1.0278,-0.1753,-0.0753,-0.9677,-0.2389,-0.1886,-0.7198,0.5367
4jsz,-1.7609,0.5158,-4.1535,-1.5088,-1.1979,-0.0338,-0.6862,0.3968,-0.3175,-1.4955,-1.1017,-0.4353,1.1032,-2.412,-1.0964,-1.2831,-1.2932,-0.7009,0.7517,-1.0644,-0.172,0.0671
4jxs,-1.0660,1.0802,-1.7135,-0.4528,-0.5306,-0.4591,-0.2302,-0.2525,0.3502,-0.3156,0.9444,0.1017,0.0783,0.9359,0.4483,-0.8377,-0.0776,0.3665,0.7043,-0.1886,0.0712,-0.6375
4k18,1.4207,1.1186,2.5065,0.408,0.1501,0.8765,0.6124,-0.7681,1.5124,-0.2888,-1.276,0.6215,-1.4439,0.3729,-0.6359,-0.2783,-0.6537,-0.7009,0.2696,-0.1886,-0.4152,0.5367
4k77,-0.1013,0.3210,0.1765,-0.4033,-0.502,0.4988,-0.3934,-0.4567,-0.3594,-0.7447,-0.775,-0.0576,0.3195,-1.0045,-0.6321,0.225,-0.6617,-0.9677,0.3383,-0.6265,-0.1321,-0.6375
4kz6,-0.2328,0.5540,-3.3535,-1.0248,-0.9531,-0.1904,0.1694,0.7042,-1.2618,-1.3882,-0.1219,0.1854,1.2238,0.9694,-0.5985,0.1733,-0.3846,-0.434,-0.8144,-0.8454,-0.9016,-0.1678
4kzq,0.0968,0.4367,-0.3535,-0.199,-0.5397,0.8386,0.3694,-0.4268,0.7575,-0.1547,-0.8184,0.0349,-0.1628,0.5344,-0.84,-0.7236,-0.7085,-0.7009,-0.8144,-1.0644,-0.4152,-0.4026
4kzu,0.0355,0.7457,0.0465,-0.1824,-0.5547,1.1642,-0.1584,-0.4104,0.8973,-0.1011,-0.7919,0.0305,0.3496,-0.0337,-0.8063,-0.508,-1.0221,-0.9677,-0.8144,-1.2833,0.7124,-0.6375
4llx,-3.2968,0.5119,-3.5635,-1.5313,-1.3276,0.0714,-0.3516,0.2599,-0.717,-1.4419,-1.084,-2.0758,0.9148,-0.993,-1.1096,-0.3376,-0.9421,-1.2346,0.3383,-1.0644,-0.9016,-0.1678
4lzs,-1.5982,0.7014,-1.6535,-0.9358,-0.8497,0.3093,-0.0942,0.747,-0.5581,-0.9592,-0.6868,0.0411,0.5682,-1.1449,-0.9178,0.521,-0.6617,-0.7009,-0.8144,-0.8454,-0.6258,-0.6375
4m0y,0.6590,1.0469,0.0065,-0.5299,-0.3265,0.3609,-0.7149,-0.4186,0.4312,-0.6642,-0.2585,-0.0613,-0.7657,-1.0328,-0.5734,-1.0234,-0.265,-0.7009,0.2814,-0.1886,0.5576,0.7716
4m0z,0.0290,0.4703,-1.2635,0.2296,-0.2028,0.3635,-0.1871,-0.4036,0.2423,0.328,0.3527,-0.0182,-0.9164,0.4122,-0.0562,-1.0234,0.0257,-0.434,0.2814,0.0304,-0.172,0.7716
4mgd,0.5418,1.0039,-1.7635,-0.3955,-0.8372,1.2805,0.3276,-0.0236,0.5969,-1.6028,-0.5453,-1.5107,0.9374,0.5344,-0.862,-1.217,-0.666,-0.7009,-0.8144,-1.2833,1.472,-0.6375
4mme,-0.1205,0.8851,0.0465,-0.0998,-0.4277,0.4515,-0.4223,-0.5553,0.9278,-0.5838,-0.6643,-1.6727,0.3722,-1.2346,-0.4034,-0.5046,-0.9796,-0.9677,-0.2853,-1.0644,0.7813,-0.1678
4ogj,0.7786,1.0371,0.3365,-0.0594,1.0835,0.9128,1.8303,-0.7847,0.616,-0.557,-0.9491,0.6619,-0.6602,0.3139,-0.8152,1.7697,-0.0502,-0.434,1.2806,0.2493,-0.6584,-0.1678
4owm,-2.0837,0.4717,-3.4935,-1.4823,-1.2755,-0.2072,-0.9501,0.3707,-0.3395,-1.6564,-1.0874,0.3422,0.5682,0.935,-1.1362,-1.0149,-0.3343,-0.7009,-0.3067,-1.0644,-0.4152,-0.6375
4pcs,-0.7665,1.1992,1.3965,-1.064,-0.7429,-0.4159,-0.1284,-0.1429,-0.1436,-0.9324,0.2904,-1.6839,0.749,-0.8174,-0.6387,-0.8166,-0.3405,-0.7009,-0.8144,-1.0644,0.0663,1.711
4qac,0.4053,1.0271,2.9465,0.0897,-0.3098,1.0898,0.1279,-0.4266,-0.1436,-0.0743,-0.7219,0.3961,0.0181,-0.4686,-0.5266,0.6957,-0.6413,-1.2346,-0.2381,-0.8454,-0.1394,0.7716
4qd6,-0.4273,1.2207,2.1865,-0.4158,0.9007,1.3309,0.934,-0.824,1.1934,-0.262,-0.6245,0.8118,-1.0219,-0.7168,-0.24,0.1182,-0.3277,-0.434,0.7353,0.0304,1.044,0.0671
4rfm,1.2032,1.2362,3.5965,0.6255,0.9512,1.0295,-0.136,-0.9918,0.7721,-0.0206,-0.6758,1.3215,-0.5622,-1.536,-0.5455,1.2584,-0.9673,-0.434,1.1744,0.0304,0.8467,0.5367
4twp,2.0687,0.3971,3.5465,0.309,0.2913,1.2926,1.162,-0.7965,1.3496,-0.3961,-0.6474,0.208,-0.7883,-1.1314,0.0321,0.2806,-0.9673,-0.9677,-0.8144,-0.6265,0.3014,-0.1678
4ty7,1.4938,0.8772,3.0665,0.7472,0.9485,0.9838,0.9485,-0.821,0.7661,1.052,0.3792,0.986,-0.7732,-0.821,-0.1741,0.606,0.0401,-0.9677,-0.2381,0.0304,1.0245,-0.6375
4u4s,-2.4995,0.3754,-3.5335,-0.9028,-0.8976,-0.0883,-0.6509,-0.0922,-0.6871,-0.7447,-1.0096,-0.0801,0.8998,-1.1122,-0.9015,-0.0443,-0.9924,-0.7009,0.159,-0.6265,-0.9016,-0.6375
4w9c,-1.2593,0.4433,-1.8035,-0.4069,0.1165,0.5891,-0.7345,-0.4918,0.0596,-0.691,-0.1347,0.7015,-0.2532,-0.1677,-0.5607,1.0849,-0.0817,-0.434,-0.2381,-0.1886,0.8986,0.0671
4w9h,0.0964,0.4355,0.2765,0.1558,0.4864,0.5557,-0.1923,-0.3836,0.017,0.328,-0.1134,1.0404,-0.3361,-0.738,0.0721,1.1042,-0.0269,-0.1672,-0.2381,0.0304,0.8986,0.7716
4w9i,-0.3904,0.8694,-0.4935,0.0404,0.4556,0.0722,-0.4288,-0.7428,0.017,-0.3424,-0.0932,0.8974,-0.3663,-0.738,-0.0273,1.262,0.2615,0.0996,-0.2381,0.2493,0.0712,0.0671
4w9l,0.2912,0.7889,-1.4335,0.3962,1.148,0.7192,0.0442,-0.2058,0.017,0.0062,0.2079,1.4026,-0.7355,-0.738,0.0382,1.6989,0.299,0.0996,-0.2381,0.4683,1.7259,0.3019
4wiv,-0.7597,0.8644,-0.1935,-0.4503,0.2318,1.1874,0.5252,-0.5666,0.4305,-0.7447,-1.276,-1.4778,-0.615,-1.0692,-0.9782,0.2445,-1.0156,-1.2346,-0.8144,-0.4075,0.2788,-0.4026
4x6p,1.8742,1.0020,1.8465,1.218,1.2571,1.1812,1.3465,-0.9946,2.0817,2.1514,-0.047,0.7455,-2.2276,-0.8412,0.1061,0.4766,-0.3106,-0.9677,-0.2381,0.6872,1.0245,-0.1678
5a7b,-0.2543,0.9621,-2.8835,-0.0524,0.6005,0.2564,0.4401,-0.3652,0.5819,-0.0475,-1.276,-1.3541,-0.4416,0.5143,-0.8038,0.2603,-0.0881,-0.7009,-0.8144,-0.8454,0.5429,-0.6375
5aba,-0.7340,1.0686,-3.4735,-0.7548,-0.2133,-0.015,0.0095,-0.3451,-0.4134,-0.7983,-1.276,-1.4117,1.5102,0.5157,-0.9984,0.7165,-0.0653,-0.7009,-0.8144,-0.8454,-0.4347,-0.6375
5c28,-2.5138,0.4245,-0.7935,-1.2313,-1.1246,0.4481,-0.3581,-0.3304,-0.7448,-1.281,-1.276,-1.8997,1.1334,-0.8236,-1.1798,-0.2021,-0.9421,-1.2346,0.3383,-1.0644,-0.4347,-0.6375
5c2h,1.5816,0.9346,4.6365,0.5891,0.4687,1.6144,0.7682,-0.8614,0.8713,0.4084,-1.276,-1.6084,-0.3286,0.0485,-0.5885,0.6134,-0.6765,-0.9677,-0.2381,-0.4075,0.5381,-0.6375
5dwr,2.3748,0.9444,4.7665,0.7335,0.4126,1.1965,1.1417,-0.6568,1.1546,0.0062,-0.6908,1.1626,-0.6979,-1.1311,-0.2419,0.3558,-0.6166,-0.9677,1.285,-0.6265,-0.3826,-0.6375
